year,reporterCode,partnerCode,reporter,partner,cmdCode,primaryValue,import_value,tradeFlow,refYear
2018,842,578,USA,NOR,08,533144.5784882581,436177.5802344479,Export,2018
2018,156,356,CHN,IND,01,36834.69622989767,101253.56696236096,Export,2018
2018,156,356,CHN,IND,02,165002.60136554172,152939.61438980163,Export,2018
2018,156,356,CHN,IND,03,33075.37839431023,36208.22816389818,Export,2018
2018,156,356,CHN,IND,04,412842.8635766383,399554.4940725063,Export,2018
2018,156,356,CHN,IND,05,50267.8034907384,47029.93848902717,Export,2018
2018,156,356,CHN,IND,06,95309.27997532234,105909.99361469303,Export,2018
2018,156,356,CHN,IND,07,228934.19929106566,288784.1352532189,Export,2018
2018,156,356,CHN,IND,08,100033.81554480984,95915.0889038604,Export,2018
2018,156,392,CHN,JPN,01,18768.549114313922,23238.193711938147,Export,2018
2018,156,392,CHN,JPN,02,356080.585657938,377230.68093319883,Export,2018
2018,156,392,CHN,JPN,03,411046.35305168864,511100.855552566,Export,2018
2018,156,392,CHN,JPN,04,252611.67570693186,466338.04813060595,Export,2018
2018,156,392,CHN,JPN,05,785457.0750145355,993619.7984101645,Export,2018
2018,156,392,CHN,JPN,06,37721.19792744818,43659.152752131406,Export,2018
2018,156,392,CHN,JPN,07,516569.97621084045,647612.365293693,Export,2018
2018,156,392,CHN,JPN,08,558544.8730890256,770433.6722435463,Export,2018
2018,156,643,CHN,RUS,01,608048.7400470361,578911.7122811491,Export,2018
2018,156,643,CHN,RUS,02,165960.1266889429,214205.8666072877,Export,2018
2018,156,643,CHN,RUS,03,19739.79838141128,19603.476691513086,Export,2018
2018,156,643,CHN,RUS,04,32651.995570334766,35802.7330034006,Export,2018
2018,156,643,CHN,RUS,05,135104.17367218534,155108.80056110915,Export,2018
2018,156,643,CHN,RUS,06,45697.98220743705,31852.889903301046,Export,2018
2018,156,643,CHN,RUS,07,40575.920202744106,36413.11224371245,Export,2018
2018,156,643,CHN,RUS,08,211033.33563626942,227296.29802083012,Export,2018
2018,156,36,CHN,AUS,01,177604.25679068716,137004.97873467952,Export,2018
2018,156,36,CHN,AUS,02,602396.253699819,730851.0554327548,Export,2018
2018,156,36,CHN,AUS,03,20609.26370399936,16743.686992834464,Export,2018
2018,156,36,CHN,AUS,04,256959.4783886233,270177.8589326023,Export,2018
2018,156,36,CHN,AUS,05,352417.3936298543,623971.3116882944,Export,2018
2018,156,36,CHN,AUS,06,1198189.2202339037,1434999.9632965098,Export,2018
2018,156,36,CHN,AUS,07,101427.15479344745,116823.17251553401,Export,2018
2018,156,36,CHN,AUS,08,208466.61701538262,487985.52692668687,Export,2018
2018,156,752,CHN,SWE,01,42630.25918253012,39775.58997548636,Export,2018
2018,156,752,CHN,SWE,02,55661.525162234466,63227.01460273954,Export,2018
2018,156,752,CHN,SWE,03,5859377.551838535,8019628.990689263,Export,2018
2018,156,752,CHN,SWE,04,7803.176083679683,8094.163253621219,Export,2018
2018,156,752,CHN,SWE,05,83554.2903732178,55661.65641266093,Export,2018
2018,156,752,CHN,SWE,06,347139.1261441243,407246.6264559148,Export,2018
2018,156,752,CHN,SWE,07,98580.56023321842,92313.85501077668,Export,2018
2018,156,752,CHN,SWE,08,2299451.928212174,2485699.123444141,Export,2018
2018,276,842,DEU,USA,01,286629.1211325923,381294.1775198034,Export,2018
2018,276,842,DEU,USA,02,16662.9846622214,15049.22767640233,Export,2018
2018,276,842,DEU,USA,03,113995.24981169248,156675.20085056202,Export,2018
2018,276,842,DEU,USA,04,1259.032678841825,1001.0851755935109,Export,2018
2018,276,842,DEU,USA,05,8164.556140284239,6041.456650607172,Export,2018
2018,276,842,DEU,USA,06,84114.41799361183,86313.85150692551,Export,2018
2018,276,842,DEU,USA,07,177684.24569512796,261124.65832036253,Export,2018
2018,276,842,DEU,USA,08,37336.88621028731,40787.58717747655,Export,2018
2018,276,356,DEU,IND,01,9451.554707489355,11872.174920322283,Export,2018
2018,276,356,DEU,IND,02,3990990.7327232948,2432837.869251992,Export,2018
2018,276,356,DEU,IND,03,314579.061093513,307752.8283105253,Export,2018
2018,276,356,DEU,IND,04,248075.348004842,217180.06798845364,Export,2018
2018,276,356,DEU,IND,05,2204800.765345092,556808.4480166826,Export,2018
2018,276,356,DEU,IND,06,278040.8234815043,239509.39258860264,Export,2018
2018,276,356,DEU,IND,07,280133.3077372249,312702.3979775905,Export,2018
2018,276,356,DEU,IND,08,46934.462073810224,41676.10291669178,Export,2018
2018,276,392,DEU,JPN,01,157731.20183971088,161432.43967531138,Export,2018
2018,276,392,DEU,JPN,02,59646.80762948465,73507.9779633169,Export,2018
2018,276,392,DEU,JPN,03,117415.9685170332,143218.75816906773,Export,2018
2018,276,392,DEU,JPN,04,88267.47488111473,92886.03618538876,Export,2018
2018,276,392,DEU,JPN,05,1153392.5612491698,1158237.6961885458,Export,2018
2018,276,392,DEU,JPN,06,431065.0494145188,133098.63635726922,Export,2018
2018,276,392,DEU,JPN,07,264672.77449519926,257783.70983904434,Export,2018
2018,276,392,DEU,JPN,08,2866139.211849783,3476757.0340121966,Export,2018
2018,276,643,DEU,RUS,01,415060.5638604646,467220.8521353492,Export,2018
2018,276,643,DEU,RUS,02,57027.00079768572,56926.43885702714,Export,2018
2018,276,643,DEU,RUS,03,702695.968583956,682028.6427575429,Export,2018
2018,276,643,DEU,RUS,04,408710.35767670104,519706.3461940344,Export,2018
2018,276,643,DEU,RUS,05,235025.6313288415,211196.70336095203,Export,2018
2018,276,643,DEU,RUS,06,376496.41487100883,442198.17107089283,Export,2018
2018,276,643,DEU,RUS,07,18543.479332113213,13323.624249943272,Export,2018
2018,276,643,DEU,RUS,08,60093.612582106914,76440.41368447446,Export,2018
2018,276,380,DEU,ITA,01,7664.741741648868,10071.520132931186,Export,2018
2018,276,380,DEU,ITA,02,447810.1105063524,126462.30969256525,Export,2018
2018,276,380,DEU,ITA,03,1095484.554603677,1264378.2788772255,Export,2018
2018,276,380,DEU,ITA,04,138255.64872423772,149363.4316720217,Export,2018
2018,276,380,DEU,ITA,05,97265.35538958099,106168.56798827388,Export,2018
2018,276,380,DEU,ITA,06,227780.7272770262,228354.3885186744,Export,2018
2018,276,380,DEU,ITA,07,331187.87171056203,334787.9221573049,Export,2018
2018,276,380,DEU,ITA,08,1435057.4076297446,1710379.1486090806,Export,2018
2018,276,710,DEU,ZAF,01,4345730.382645289,3643201.099263695,Export,2018
2018,276,710,DEU,ZAF,02,128465.2941778256,93649.7104011028,Export,2018
2018,276,710,DEU,ZAF,03,52119.84241180487,53687.54250197578,Export,2018
2018,276,710,DEU,ZAF,04,9236.702460802995,9906.319900609013,Export,2018
2018,276,710,DEU,ZAF,05,42293.04763339593,46453.99982385699,Export,2018
2018,276,710,DEU,ZAF,06,495312.68292209064,641594.2320264098,Export,2018
2018,276,710,DEU,ZAF,07,954707.3961810159,865122.3031465333,Export,2018
2018,276,710,DEU,ZAF,08,253524.63749869878,197883.79479088742,Export,2018
2018,276,528,DEU,NLD,01,246090.03326305386,259808.22545247574,Export,2018
2018,276,528,DEU,NLD,02,14888.710375332068,13103.92615073872,Export,2018
2018,276,528,DEU,NLD,03,240165.5997876855,254688.3314861415,Export,2018
2018,276,528,DEU,NLD,04,164039.99509049277,165581.33436459608,Export,2018
2018,276,528,DEU,NLD,05,101769.36836537256,69221.0112176964,Export,2018
2018,276,528,DEU,NLD,06,194939.28840726434,214996.1564553594,Export,2018
2018,276,528,DEU,NLD,07,798643.7225938207,1044844.976769198,Export,2018
2018,276,528,DEU,NLD,08,267927.3171294256,227819.31920000695,Export,2018
2018,276,724,DEU,ESP,01,954502.7240970621,967392.0389836314,Export,2018
2018,276,724,DEU,ESP,02,759085.5543302872,784300.5747568136,Export,2018
2018,276,724,DEU,ESP,03,428507.6733715007,545801.4982557007,Export,2018
2018,276,724,DEU,ESP,04,84925.06087540362,203417.3884461648,Export,2018
2018,276,724,DEU,ESP,05,27587.339453254815,16335.941390881222,Export,2018
2018,276,724,DEU,ESP,06,219740.2901680177,124334.95277017562,Export,2018
2018,276,724,DEU,ESP,07,1872759.0295735535,1355839.53605364,Export,2018
2018,276,724,DEU,ESP,08,159200.96470002667,184558.66724002556,Export,2018
2018,276,752,DEU,SWE,01,7323.450311552646,7192.917075325543,Export,2018
2018,276,752,DEU,SWE,02,135351.86041618147,133313.3624627327,Export,2018
2018,276,752,DEU,SWE,03,282066.28321006533,229044.60361133981,Export,2018
2018,276,752,DEU,SWE,04,499344.76471541973,470313.628283751,Export,2018
2018,276,752,DEU,SWE,05,37101.43512628952,40841.604945513034,Export,2018
2018,276,752,DEU,SWE,06,47894.28140079774,42539.456544165325,Export,2018
2018,276,752,DEU,SWE,07,138614.84406901256,109914.85344985177,Export,2018
2018,276,752,DEU,SWE,08,177408.63172741374,96410.85847499952,Export,2018
2018,250,842,FRA,USA,01,56977.500339906976,59415.908427225455,Export,2018
2018,250,842,FRA,USA,02,583635.1928822469,511221.97271040984,Export,2018
2018,250,842,FRA,USA,03,73441.78118320536,64983.95773706038,Export,2018
2018,250,842,FRA,USA,04,5729922.796849251,5373837.587376395,Export,2018
2018,250,842,FRA,USA,05,1919262.5280638342,4295400.335620878,Export,2018
2018,250,842,FRA,USA,06,169894.1439353473,202806.82432260603,Export,2018
2018,250,842,FRA,USA,07,134339.25225999797,108665.93460110793,Export,2018
2018,250,842,FRA,USA,08,48254.34861931681,39524.73273910983,Export,2018
2018,250,124,FRA,CAN,01,2044599.4342670212,2405119.4639242534,Export,2018
2018,250,124,FRA,CAN,02,43872.31756468663,43843.39763203272,Export,2018
2018,250,124,FRA,CAN,03,1598675.6343214454,1770984.1055073992,Export,2018
2018,250,124,FRA,CAN,04,90934.63360023107,78778.45598316488,Export,2018
2018,250,124,FRA,CAN,05,652956.846640351,902310.1803371488,Export,2018
2018,250,124,FRA,CAN,06,169657.40151795888,173979.1007442999,Export,2018
2018,250,124,FRA,CAN,07,61330.720490503154,55355.570339402824,Export,2018
2018,250,124,FRA,CAN,08,46963.42299077503,41842.820648822315,Export,2018
2018,250,380,FRA,ITA,01,113729.4805419015,93086.13177336215,Export,2018
2018,250,380,FRA,ITA,02,232346.84996561802,245059.8195338249,Export,2018
2018,250,380,FRA,ITA,03,345026.2504695873,277569.80632164254,Export,2018
2018,250,380,FRA,ITA,04,3488494.181752097,4618495.697939703,Export,2018
2018,250,380,FRA,ITA,05,60238.34336901255,67112.72707393578,Export,2018
2018,250,380,FRA,ITA,06,247616.39287277943,111875.32255032314,Export,2018
2018,250,380,FRA,ITA,07,240285.66193287054,196826.79816084806,Export,2018
2018,250,380,FRA,ITA,08,29474.695869959636,31053.022598562817,Export,2018
2018,250,756,FRA,CHE,01,736334.0844581579,651377.0551428213,Export,2018
2018,250,756,FRA,CHE,02,855544.7309255083,987578.9214886822,Export,2018
2018,250,756,FRA,CHE,03,3993.939035383512,3357.3888217964213,Export,2018
2018,250,756,FRA,CHE,04,209943.5421366736,213697.07734285702,Export,2018
2018,250,756,FRA,CHE,05,185328.40291040821,179558.12022946388,Export,2018
2018,250,756,FRA,CHE,06,135974.6324139002,139067.49672331844,Export,2018
2018,250,756,FRA,CHE,07,78322.53656639076,71546.72566987196,Export,2018
2018,250,756,FRA,CHE,08,367774.3057618113,443897.77085689886,Export,2018
2018,250,578,FRA,NOR,01,986403.6027473988,905898.1991192094,Export,2018
2018,250,578,FRA,NOR,02,59005.1772639188,32684.97495262176,Export,2018
2018,250,578,FRA,NOR,03,167314.0005525022,223412.2872309546,Export,2018
2018,250,578,FRA,NOR,04,113690.14504938642,132405.92986605075,Export,2018
2018,250,578,FRA,NOR,05,231751.7042342938,267481.5687179346,Export,2018
2018,250,578,FRA,NOR,06,208520.27760261542,232247.2442623591,Export,2018
2018,250,578,FRA,NOR,07,270423.52260279696,247962.7984885126,Export,2018
2018,250,578,FRA,NOR,08,693067.7328106073,704441.6495137946,Export,2018
2018,826,250,GBR,FRA,01,181198.67420758892,163888.4949917447,Export,2018
2018,826,250,GBR,FRA,02,96636.31674984665,112661.29846047329,Export,2018
2018,826,250,GBR,FRA,03,108574.03799251208,87320.37221990396,Export,2018
2018,826,250,GBR,FRA,04,85723.9977944262,76248.99678332667,Export,2018
2018,826,250,GBR,FRA,05,599834.3904357706,762466.0321733549,Export,2018
2018,826,250,GBR,FRA,06,14068.209435579747,14858.74241770028,Export,2018
2018,826,250,GBR,FRA,07,11292.788629992689,14671.691068142745,Export,2018
2018,826,250,GBR,FRA,08,213372.82414330274,326186.091058249,Export,2018
2018,826,392,GBR,JPN,01,191777.7046372087,219614.87608392618,Export,2018
2018,826,392,GBR,JPN,02,225323.30377100513,245247.14130713543,Export,2018
2018,826,392,GBR,JPN,03,2738817.3051172933,3475789.246129486,Export,2018
2018,826,392,GBR,JPN,04,214448.52843042975,218741.59250319152,Export,2018
2018,826,392,GBR,JPN,05,36886.19975185571,35958.23945966244,Export,2018
2018,826,392,GBR,JPN,06,7334036.853389947,8102574.487390051,Export,2018
2018,826,392,GBR,JPN,07,128410.59111190925,117447.38100662275,Export,2018
2018,826,392,GBR,JPN,08,584416.8161688582,313161.226715983,Export,2018
2018,826,76,GBR,BRA,01,17083.228531189612,16192.388849596742,Export,2018
2018,826,76,GBR,BRA,02,112576.17739445715,106435.74200094448,Export,2018
2018,826,76,GBR,BRA,03,543975.0523666128,526870.9651914756,Export,2018
2018,826,76,GBR,BRA,04,8495902.372521777,3193507.718126322,Export,2018
2018,826,76,GBR,BRA,05,49086.24557887114,47470.95803536943,Export,2018
2018,826,76,GBR,BRA,06,7725520.096386131,7817018.73679722,Export,2018
2018,826,76,GBR,BRA,07,50321.33605268211,57107.47486499541,Export,2018
2018,826,76,GBR,BRA,08,68837.71037521848,174027.94699849904,Export,2018
2018,826,380,GBR,ITA,01,1306514.4233400451,611618.2423972596,Export,2018
2018,826,380,GBR,ITA,02,1055080.6724503406,617561.8803181088,Export,2018
2018,826,380,GBR,ITA,03,251390.6534019138,238578.71637054716,Export,2018
2018,826,380,GBR,ITA,04,19707.06456738522,16641.367830596602,Export,2018
2018,826,380,GBR,ITA,05,94576.42749265223,93260.11612446046,Export,2018
2018,826,380,GBR,ITA,06,1515632.9676220773,830766.4793300001,Export,2018
2018,826,380,GBR,ITA,07,188738.6752160685,183818.44118117436,Export,2018
2018,826,380,GBR,ITA,08,26024.88010775736,29736.01984020848,Export,2018
2018,826,36,GBR,AUS,01,231417.33574683493,243115.73697678625,Export,2018
2018,826,36,GBR,AUS,02,32157.629422855465,36119.0352221465,Export,2018
2018,826,36,GBR,AUS,03,13297.49887344818,17990.683377517624,Export,2018
2018,826,36,GBR,AUS,04,74303.65851177748,89892.70317023515,Export,2018
2018,826,36,GBR,AUS,05,1171329.2376120484,760636.1294635586,Export,2018
2018,826,36,GBR,AUS,06,23845.623328923943,32214.455545601217,Export,2018
2018,826,36,GBR,AUS,07,11728.720725308149,10450.47258313939,Export,2018
2018,826,36,GBR,AUS,08,71870.51454246405,77607.73812465668,Export,2018
2018,826,528,GBR,NLD,01,98363.72735790632,298513.53262691153,Export,2018
2018,826,528,GBR,NLD,02,21541.182925943416,24743.3404882692,Export,2018
2018,826,528,GBR,NLD,03,23560.54878001166,24035.61153898999,Export,2018
2018,826,528,GBR,NLD,04,218331.0750572437,175609.2389885574,Export,2018
2018,826,528,GBR,NLD,05,3296464.434004274,3769567.45819002,Export,2018
2018,826,528,GBR,NLD,06,238958.36279048194,285922.80852099945,Export,2018
2018,826,528,GBR,NLD,07,36111.37395326421,39796.87470350578,Export,2018
2018,826,528,GBR,NLD,08,10287.539175051603,7654.799540494157,Export,2018
2018,826,752,GBR,SWE,01,215378.0525068217,182839.47153339154,Export,2018
2018,826,752,GBR,SWE,02,16547.281995013556,13904.882780325559,Export,2018
2018,826,752,GBR,SWE,03,37653.83625249888,45588.567388150936,Export,2018
2018,826,752,GBR,SWE,04,3693082.322736494,3468133.9910120196,Export,2018
2018,826,752,GBR,SWE,05,44912.136134160435,121707.64645991879,Export,2018
2018,826,752,GBR,SWE,06,161457.1875198175,140184.5951525394,Export,2018
2018,826,752,GBR,SWE,07,912469.5458113356,784144.1311593641,Export,2018
2018,826,752,GBR,SWE,08,213153.5608920587,198878.57004610548,Export,2018
2018,356,276,IND,DEU,01,420252.7557195792,501996.4932281736,Export,2018
2018,356,276,IND,DEU,02,11564.549344183297,14210.830945598242,Export,2018
2018,356,276,IND,DEU,03,145560.90314784728,163630.02136347638,Export,2018
2018,356,276,IND,DEU,04,803596.8700782243,822819.8183104766,Export,2018
2018,356,276,IND,DEU,05,376881.3411383974,458346.55900310865,Export,2018
2018,356,276,IND,DEU,06,82403.52855048461,92834.85334870264,Export,2018
2018,356,276,IND,DEU,07,310030.92473602045,322908.8458775134,Export,2018
2018,356,276,IND,DEU,08,1852408.4930332745,570429.347583762,Export,2018
2018,356,250,IND,FRA,01,885231.2207965493,870993.9100902072,Export,2018
2018,356,250,IND,FRA,02,2069101.538825819,596296.5125544674,Export,2018
2018,356,250,IND,FRA,03,34073.41323556852,42782.07902305888,Export,2018
2018,356,250,IND,FRA,04,122969.61038142003,112154.89899970307,Export,2018
2018,356,250,IND,FRA,05,61336.03143016827,74137.42436833298,Export,2018
2018,356,250,IND,FRA,06,242941.3654601634,286166.98950899724,Export,2018
2018,356,250,IND,FRA,07,474539.14230135345,479001.4438991819,Export,2018
2018,356,250,IND,FRA,08,74911.84677206584,96027.21066962292,Export,2018
2018,356,392,IND,JPN,01,13059.479040065477,8466.201684004742,Export,2018
2018,356,392,IND,JPN,02,86657.58040531898,81773.82592545683,Export,2018
2018,356,392,IND,JPN,03,35983.873558767045,28420.696956389886,Export,2018
2018,356,392,IND,JPN,04,154503.59890309867,161741.0027217025,Export,2018
2018,356,392,IND,JPN,05,32667.398783859146,37127.30388075398,Export,2018
2018,356,392,IND,JPN,06,712463.2406436051,681971.403559908,Export,2018
2018,356,392,IND,JPN,07,5202158.185437728,4511418.832819002,Export,2018
2018,356,392,IND,JPN,08,208914.07297548847,229490.07283666247,Export,2018
2018,356,410,IND,KOR,01,77346.17703275425,74745.56813697885,Export,2018
2018,356,410,IND,KOR,02,1370596.1813093934,1214143.6431674892,Export,2018
2018,356,410,IND,KOR,03,272509.26276416413,251986.44569977027,Export,2018
2018,356,410,IND,KOR,04,220661.367426016,153768.13360937088,Export,2018
2018,356,410,IND,KOR,05,46158.42970703947,47678.86832517134,Export,2018
2018,356,410,IND,KOR,06,64913.894083664134,59880.45048411297,Export,2018
2018,356,410,IND,KOR,07,367783.1047711033,447489.76934576227,Export,2018
2018,356,410,IND,KOR,08,124813.9064701562,104886.186947115,Export,2018
2018,356,710,IND,ZAF,01,46103.161367186796,46026.83228582869,Export,2018
2018,356,710,IND,ZAF,02,74875.57773982489,78226.82817385979,Export,2018
2018,356,710,IND,ZAF,03,1000.0,1000.0,Export,2018
2018,356,710,IND,ZAF,04,78107.45893700092,94418.80950286001,Export,2018
2018,356,710,IND,ZAF,05,13917.545627850513,15205.053745164185,Export,2018
2018,356,710,IND,ZAF,06,394739.8605503693,482269.75990856776,Export,2018
2018,356,710,IND,ZAF,07,299068.04140467197,341835.19084629405,Export,2018
2018,356,710,IND,ZAF,08,806139.4604572231,994662.5237366001,Export,2018
2018,356,528,IND,NLD,01,126667.76062682361,130384.53944958662,Export,2018
2018,356,528,IND,NLD,02,57854.673644858216,63581.771632307,Export,2018
2018,356,528,IND,NLD,03,169925.81431439295,518815.9525501986,Export,2018
2018,356,528,IND,NLD,04,168883.28730157312,171921.70530330102,Export,2018
2018,356,528,IND,NLD,05,428577.24609714485,614001.5964813238,Export,2018
2018,356,528,IND,NLD,06,242770.25442145488,223281.6412600216,Export,2018
2018,356,528,IND,NLD,07,141076.37669870548,148949.04587403027,Export,2018
2018,356,528,IND,NLD,08,211783.27538332023,229086.49201810092,Export,2018
2018,356,756,IND,CHE,01,198680.74346175764,170860.6386567243,Export,2018
2018,356,756,IND,CHE,02,79205.59335327438,81230.13104869137,Export,2018
2018,356,756,IND,CHE,03,70376.67942445126,75686.06326575363,Export,2018
2018,356,756,IND,CHE,04,133711.8498763119,79284.70237296262,Export,2018
2018,356,756,IND,CHE,05,70770.72531768844,97396.89536585,Export,2018
2018,356,756,IND,CHE,06,25724.417899653094,24809.96463814095,Export,2018
2018,356,756,IND,CHE,07,35177.10677549238,40160.69285184394,Export,2018
2018,356,756,IND,CHE,08,875700.8219586391,1105229.682857797,Export,2018
2018,356,752,IND,SWE,01,116585.57507250167,89841.80880945048,Export,2018
2018,356,752,IND,SWE,02,2597228.554955579,2041377.6126905286,Export,2018
2018,356,752,IND,SWE,03,625829.224242935,599974.0700882473,Export,2018
2018,356,752,IND,SWE,04,24901.687810612548,32092.122899141537,Export,2018
2018,356,752,IND,SWE,05,347407.15065229154,345397.4083334637,Export,2018
2018,356,752,IND,SWE,06,272144.3817128936,297004.9461972897,Export,2018
2018,356,752,IND,SWE,07,324452.2123295344,363874.0858226434,Export,2018
2018,356,752,IND,SWE,08,218552.5470535279,249543.46247182618,Export,2018
2018,392,643,JPN,RUS,01,163301.67826657355,51847.257949557315,Export,2018
2018,392,643,JPN,RUS,02,6638650.039037427,5980273.634640346,Export,2018
2018,392,643,JPN,RUS,03,528977.0033547127,573988.4565722353,Export,2018
2018,392,643,JPN,RUS,04,156958.15723035307,139033.3875174607,Export,2018
2018,392,643,JPN,RUS,05,161877.66771036043,124374.99286145536,Export,2018
2018,392,643,JPN,RUS,06,357658.2383692855,1221588.0938201104,Export,2018
2018,392,643,JPN,RUS,07,221621.14012286245,97012.1971947994,Export,2018
2018,392,643,JPN,RUS,08,218188.67028399007,171817.7837430696,Export,2018
2018,392,380,JPN,ITA,01,77637.49523200319,70728.0171337064,Export,2018
2018,392,380,JPN,ITA,02,5124861.458362345,1573344.3986137023,Export,2018
2018,392,380,JPN,ITA,03,2465660.2665450247,2642164.916066918,Export,2018
2018,392,380,JPN,ITA,04,623304.1183091993,702485.1582736485,Export,2018
2018,392,380,JPN,ITA,05,193261.6113641277,229986.94031524015,Export,2018
2018,392,380,JPN,ITA,06,3659698.441454726,3155254.524708331,Export,2018
2018,392,380,JPN,ITA,07,93500.08036233806,97325.15735684855,Export,2018
2018,392,380,JPN,ITA,08,61259.425028073296,55330.911433393805,Export,2018
2018,392,36,JPN,AUS,01,34635.54097653493,30969.03481746697,Export,2018
2018,392,36,JPN,AUS,02,156916.34557740155,224147.79275983418,Export,2018
2018,392,36,JPN,AUS,03,40142.05787726563,46190.067131965305,Export,2018
2018,392,36,JPN,AUS,04,172302.20454716412,176438.5369888196,Export,2018
2018,392,36,JPN,AUS,05,181352.60382782965,79862.72150922322,Export,2018
2018,392,36,JPN,AUS,06,296213.1821091952,334554.77585869515,Export,2018
2018,392,36,JPN,AUS,07,9931.856591976593,8140.94272940771,Export,2018
2018,392,36,JPN,AUS,08,227903.53535037034,275631.0163553067,Export,2018
2018,392,710,JPN,ZAF,01,820788.9166058371,814467.4516135103,Export,2018
2018,392,710,JPN,ZAF,02,14052.724621322652,12442.9332329288,Export,2018
2018,392,710,JPN,ZAF,03,1490780.7360092546,1902263.4569484438,Export,2018
2018,392,710,JPN,ZAF,04,297282.5339154065,256518.54158771574,Export,2018
2018,392,710,JPN,ZAF,05,71292.20468590864,61715.902562132855,Export,2018
2018,392,710,JPN,ZAF,06,264527.41978962766,249106.0013820915,Export,2018
2018,392,710,JPN,ZAF,07,367838.85671630077,340573.586276855,Export,2018
2018,392,710,JPN,ZAF,08,5700.791686399017,5968.956732194487,Export,2018
2018,392,756,JPN,CHE,01,546308.8134376608,410194.21792412736,Export,2018
2018,392,756,JPN,CHE,02,80696.31562667969,86288.63294788198,Export,2018
2018,392,756,JPN,CHE,03,15774.532070839512,14915.148276316173,Export,2018
2018,392,756,JPN,CHE,04,182632.7959779089,135769.504553614,Export,2018
2018,392,756,JPN,CHE,05,110318.2154408784,137537.8433566695,Export,2018
2018,392,756,JPN,CHE,06,1545935.3442647848,1808812.9125839104,Export,2018
2018,392,756,JPN,CHE,07,579904.3847060164,721691.1128760201,Export,2018
2018,392,756,JPN,CHE,08,288630.6662522991,313455.307681298,Export,2018
2018,392,752,JPN,SWE,01,110352.6892163688,106019.1424416177,Export,2018
2018,392,752,JPN,SWE,02,175006.37440762625,150941.47707429662,Export,2018
2018,392,752,JPN,SWE,03,488434.2354047712,480549.28718680656,Export,2018
2018,392,752,JPN,SWE,04,67295.90694230626,67420.9663250365,Export,2018
2018,392,752,JPN,SWE,05,643380.452689711,687965.2351847147,Export,2018
2018,392,752,JPN,SWE,06,6964.7828458865015,11056.94497296817,Export,2018
2018,392,752,JPN,SWE,07,857926.9415244703,679494.2792180753,Export,2018
